year,stage,date,puzzle_pieces,time_limit,puzzle_image_url,rank,name1,name2,country,origin1,origin2,time,time_seconds,pieces_completed,gap,cumulative_gap,qualified
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,72,Marta Matas Vilar,Rubén Sebastián Alonso,Spain,Cambrils (Tarragona),,,,413,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,73,Juan Antonio Ávarez-Ossorio,Antonia Mª García de Soria Aguirre,Spain,Gdansk (Polonia),,,,401,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,74,María Concepción Gordillo López,Elisa Toro Arévalo,Spain,Madrid,,,,379,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,75,Saturnino González Rodríguez,Gemma Sánchez de Miguel,Spain,Avila,,,,354,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,76,Lorena Barreno De Pablos,Paloma De Pablos García,Spain,Vegas de Matute (Segovia),Madrid,,,346,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,77,Gabrielle Margue,Delphine Margue,France,Paris (Hauts de Seine),,,,340,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,78,Mar Sánchez Burgos,Irene Sánchez Burgos,Spain,Madrid,,,,317,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,79,Marta Baeta Martín,Alvaro Baeta Martín,Spain,Valladolid,,,,309,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,80,Jasmina Juárez Torrejon,Yeray Muñoz Torrejón,Spain,Sant Vicenç de Castellet (Barcelona),Torrelavit (Barcelona),,,308,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,81,Fresia Boisier Talamanca,Alba Ruiz Boisier,Spain,Laguna de Duero (Valladolid),,,,281,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,82,Laura Vallepuga Espinosa,Agustín Pérez Marcos,Spain,Carrizo (León),,,,278,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,83,Percy Chaparro García,Sofía Chaparro Dávila,Spain,Ávila,,,,276,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,84,Mª Ángeles Latorre Viladoms,Alejandro Serrano León,Spain,Vallirana (Barcelona),Sant Vicenç Dels Horts (Barcelona),,,253,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,85,Sajan Shah,Yixin Zeng,United Kingdom,London (London,Greater London),,,246,,,True
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,86,Wahiba Jennane,Atika Jennane,France,Compiegne (Oise),Chesterfield (Yorkshire),,,210,,,False
2022,B,24/06/2022,500,01:30:00,https://worldjigsawpuzzle.org/users/img/puzzles/6e97b1f7465a0185def38cfe12fa33a597f02508a22f7420fd9202a1.png,87,Lydia Baben,Eleonora Pilastro,South Africa,Vienna,London (United Kingdom),,,168,,,True
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,1,Kateřina Novotna,Tereza Koptíková,Czech Republic,Prague,,01:02:20,3740,,-,-,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,2,Demelza Becerra Robledillo,Ángel Heras Salcedo,Spain,Algeciras (Cádiz),Soria,01:05:54,3954,,+3' 34'',at 3' 34'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,3,Susana Pérez Van Deenen,Alejandro Clemente León,Spain,Calella (Barcelona),Barcelona,01:06:05,3965,,+ 11'',at 3' 45'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,4,Kristin Thuv,Siv Bremnes,Norway,Bodø (Norge),,01:06:18,3978,,+ 13'',at 3' 58'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,5,Katarina Svensson,Magdalena Svensson,Sweden,Ornunga (Västergötland),Vårgårda (Västergötland),01:07:00,4020,,+ 42'',at 4' 40'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,6,Ana Isabel Jimeno Jordá,Ana Gil Luciano,Spain,Madrid,,01:07:59,4079,,+ 59'',at 5' 39'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,7,Grey Rogers,Katherine Dilks,USA,Shreveport (Louisiana),Haddonfield (New Jersey),01:14:00,4440,,+6' 01',at 11' 40'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,8,Brigitta Vinkler,Nora Vinkler,Hungary,Vác,Budapest,01:14:02,4442,,+ 02',at 11' 42'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,9,Soraya Pérez Carayol,Alejandro Darias Mateos,Spain,Ibi (Alicante),Hospitalet de Llobregat (Barcelona),01:20:58,4858,,+6' 56'',at 18' 38'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,10,Jana Ondroušková,Jakub Ondroušek,Czech Republic,Brno,,01:21:23,4883,,+ 25'',at 19' 03',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,11,Ole Marton Ølberg,Leif Jone Ølberg,Norway,Alversund (Vestland),Stavanger (Rogaland),01:22:30,4950,,+1' 07',at 20' 10'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,12,Chiara Dellantonio,Nicola Giordani,Italy,Munich (Bayern),,01:23:33,5013,,+1' 03',at 21' 13'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,13,Isabelle Gall,Michael Smit,Germany,Weissach (Baden-Württemberg),,01:23:46,5026,,+ 13'',at 21' 26'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,14,Tammy McLeod,Yvonne Feucht,USA,Los Angeles (California),Burbank (California),01:25:53,5153,,+2' 07',at 23' 33'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,15,Ignacio Muñoz Quezada,Bernardita Arancibia Ramírez,Chile,Santiago,,01:25:56,5156,,+ 03',at 23' 36'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,16,Silvia Hernández Cámara,Gisela Arranz Toro,Spain,Alcobendas (Madrid),Madrid,01:27:16,5236,,+1' 20'',at 24' 56'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,17,Fernando Iglesias Martín,Mónica Santiago de Fuentes,Spain,Sonseca (Toledo),Valladolid,01:27:27,5247,,+ 11'',at 25' 07',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,18,Sophie De Goncourt,Patrice De Goncourt,France,Aubigne Racan,Aubigne-Racan (Sarthe),01:29:45,5385,,+2' 18'',at 27' 25'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,19,Jimena Gordillo Uribe,Cristina López Rodríguez,Colombia,Castellbisbal (Barcelona),Móstoles (Madrid),01:30:19,5419,,+ 34'',at 27' 59'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,20,Mayra García Simón,Mª Julia Berné Aguirre,Spain,Albatera (Alicante),Alfaro (La Rioja),01:30:29,5429,,+ 10'',at 28' 09',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,21,Maria Jesús Gómez Fernández,Laura Muñoz Arenales,Spain,Pontevedra,Laguna de Duero (Valladolid),01:30:32,5432,,+ 03',at 28' 12'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,22,Ednéia Silveira,Daniela De Oliveira Dinato,Brazil,Cruzeiro (São Paulo),São Sebastião (São Paulo),01:30:41,5441,,+ 09',at 28' 21'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,23,Rafael Amieva Gómez,Laura Aizpurua de Arteche,Spain,Madrid,,01:35:42,5742,,+5' 01',at 33' 22'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,24,Luis Pavón Herrera,Gaelle García Sánchez-Fuentes,Spain,San Sebastián de los Reyes (Madrid),Valladolid,01:37:24,5844,,+1' 42'',at 35' 04',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,25,Susanne Riehemann,Doug Ellwanger,USA,Mountain View (California),San Mateo (California),01:38:18,5898,,+ 54'',at 35' 58'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,26,Pelin Çelik,Ayse Dilara Düğmeci,Türkiye,İstanbul,,01:38:52,5932,,+ 34'',at 36' 32'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,27,Dorota Gapinska,Monika Nawrot,Poland,Warsaw (Mazovia),,01:41:57,6117,,+3' 05',at 39' 37'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,28,Alycia Krasny,Lindsay Steenstra,USA,San Diego (California),,01:42:50,6170,,+ 53'',at 40' 30'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,29,Sofie Juel Andersen,Inge Lise Dalsgaard,Denmark,Aarhus (Midtjylland),,01:43:50,6230,,+1' 00',at 41' 30'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,30,Isabel Sonsona Torrent,Pilar Sonsona Torrent,Spain,Sant Vicenç Dels Horts (Barcelona),,01:45:54,6354,,+2' 04',at 43' 34'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,31,Mihaela Ioana Chidean,Pepa Buelta Méndez,Romania,Móstoles (Madrid),Santander (Cantabria),01:46:24,6384,,+ 30'',at 44' 04',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,32,Fernando Martín López,Inés Martín Cruz,Spain,Toledo,,01:47:32,6452,,+1' 08',at 45' 12'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,33,Yasmeen Almog,Karin Harmsen,Israel,Jackson Hole (Wyoming),Den Haag,01:48:12,6492,,+ 40'',at 45' 52'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,34,Dan Martin,S J Bodell,Ireland,London (England),,01:48:15,6495,,+ 03',at 45' 55'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,35,Miranda Aalders,Willem Aalders,The Netherlands,Delft (Zuid Holland),Apeldoorn (Gelderland),01:49:12,6552,,+ 57'',at 46' 52'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,36,Esther Sastre Baza,Laura Ubillos Lapresa,Spain,San Miguel del Arroyo (Valladolid),Barakaldo (Vizcaya),01:50:44,6644,,+1' 32'',at 48' 24'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,37,Vivien Jakab,Ilona Kotsis,Hungary,Székesfehérvár (Fejér),,01:51:40,6700,,+ 56'',at 49' 20'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,38,Karin Sabo Mancusi,Ana Maria Aguilera de Barros,Brazil,Sao Paulo,,01:54:03,6843,,+2' 23'',at 51' 43'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,39,David Caballero Calzado,Marta García Gómez,Spain,Paracuellos de Jarama (Madrid),Colmenar Viejo (Madrid),01:54:41,6881,,+ 38'',at 52' 21'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,40,Gergő Szabados,Tibor Varjas,Hungary,Paks (Tolna),,01:55:07,6907,,+ 26'',at 52' 47'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,41,Cristina Roura Suárez,Isabel Pérez Diego,Spain,Castellbell I el Vilar (Barcelona),Candás (Asturias),01:55:10,6910,,+ 03',at 52' 50'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,42,Julia Emqvist,Emelie Ljungqvist,Sweden,Gothenburg,,01:56:44,7004,,+1' 34'',at 54' 24'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,43,Itziar Guillerna Fernández,Nazareth Peña García,Spain,Bilbao (Vizcaya),Santa Perpetua de la Mogoda (Barcelona),01:59:03,7143,,+2' 19'',at 56' 43'',False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,44,Kyungsook Lee,Arlene Cauthorn,South Korea,New York,Decatur (Georgia),,,1000,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,45,Elena González Álvarez,Verónica Alonso González,Spain,León,,,,963,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,46,Ana Laura Siverio Pares,Ana C. Siverio Parés,Spain,Santa Cruz de Tenerife (Tenerife),,,,959,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,46,Jason Stevens,Adele Arthur,Australia,Kings Beach (Queensland),Newcastle (New South Wales),,,959,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,48,Madalena Zammit,Jana Rensberga,Malta,Zurrieq,Riga,,,956,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,49,Louise Jackett,Anneka Thompson,Australia,Melbourne (Victoria),Kings Beach (Queensland),,,955,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,50,Amber Haglund-Pagel,Valerie Coit,USA,Duluth (Minnesota),Wrenshall (Minnesota),,,947,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,51,Lola Mosseri-Lefebvre,Julia Mosseri-Lefebvre,France,Paris (Île de France),,,,946,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,52,Ole Nesheim,Tormod KÅrstad,Norway,Trondheim (Trondelag),,,,939,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,53,Mª del Pilar Rodríguez Bartolomé,Carlos Rodríguez Bartolome,Spain,Madrid,,,,935,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,54,Cristina Pérez Barreiro,Carmen Molina Barreiro,Spain,Valladolid,,,,934,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,55,Michelle Chan,Kailee Chan,USA,Houston (Texas),Houton (Texas),,,933,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,56,Mariana Mendes,Alexandre Mena E Silva,Portugal,Quarteira (Faro),Sintra (Lisboa),,,931,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,57,Meritxell Quintana Pérez,Javier Parra Jacinto,Andorra,Andorra la Vella,,,,929,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,58,Alice Ferrúa Esteves,Natalia Gomes de Oliveira Duzi Silva,Brazil,Florianópolis (Santa Catarina),Macapá (Amapá),,,928,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,58,János Kubinka,Mária Imrik,Hungary,Sajószentpéter (Borsod-Abaúj-Zemplén),,,,928,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,60,Alexandre Huguenin,Anaïs Lo Presti,France,Cholet (Maine-Et-Loire),Boissy-Saint-Léger (Île-De-France),,,927,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,61,David Corbí Garrido,José Manuel Corbí Garrido,Spain,Madrid,,,,926,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,62,Faith Taylor,Amy Marti,USA,Decatur (Georgia),,,,922,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,63,Diana Santillán Perosanz,Pablo Rubio Martín,Spain,Castillo de la Vega (Burgos),Valladolid,,,920,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,64,Anja Hoffmann,Matthias Voigt,Germany,Dresden (Sajonia),Finsterwalde (Brandenburg),,,896,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,65,Rocío García Mateos-Cañero,Manuel Heredero Cabrera,Spain,Madrid,,,,871,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,66,Adela Purcell Soriano,Ismael Purcell Poo,Spain,Madrid,,,,870,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,67,Nicolas Ioannides,Nikolaos Kouvatsos,Cyprus,Lakatamia (Nicosia),London (Greater London),,,864,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,68,Erika Ebling,Gisele Ebling Artes,Brazil,Bertioga (São Paulo),Sao Paulo,,,854,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,69,Maya Binetskaya Semiankova,Pablo Martín Gila,Belarus,Madrid,,,,850,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,70,Alessandra Dosil Vázquez,Begoña Vázquez Iglesias,Spain,Abegondo (Coruña),Noia (Coruña),,,843,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,71,Victoria Tinley,Bianca Cypher,Australia,Perth (Western Australia),,,,835,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,72,Oliver De la Flor Ruiz de Pascual,Blanca López de Coca García Pliego,Spain,Daimiel (Ciudad Real),,,,832,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,73,Marta Valle Valhondo,Leticia Gómez Montes,Spain,Leganés (Madrid),Santa Coloma de Gramenet (Barcelona),,,822,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,74,Gonzalo Varela Jorquera,Vanessa Iglesias,Chile,Santiago de Chile,Sevilla (Andalucía),,,809,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,75,Paula Morales Barrón,Juan Manuel Riscart Rodríguez,Spain,Algeciras (Cádiz),,,,788,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,76,Mª del Carmen Álvarez Sánchez,Sonia Sanz de Fuentes,Spain,Valladolid,Simancas (Valladolid),,,786,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,77,Nina Kovačič,Jana Borovcová,Slovenia,Ljubljana (Slovenia),Ústí Nad Labem (Czech Republic),,,785,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,78,Luis Castro Fernández,Juan José López Montes,Spain,Lugo,,,,783,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,79,Asunción Cañete Jiménez,Soraya Luna Lara,Spain,Sant Boi de Llobregat (Barcelona),Terrassa (Barcelona),,,776,,,False
2022,final,25/06/2022,1000,02:00:00,https://worldjigsawpuzzle.org/users/img/puzzles/06c94052280c4c140ef0f165b73bab764dab261d4df584f4053465a9.png,80,Luis Ricardo Gotuzzo Altez,Joaquín Manuel Pérez Ramírez,Peru,Ávila,Madrid,,,758,,,False
