year,stage,date,puzzle_pieces,time_limit,rank,team_name,members,country,origin,puzzle_partial_ids,puzzle_image_urls,time,time_seconds,pieces_completed,gap,cumulative_gap,qualified
2022,A,25/06/2022,2000,03:00:00,32,Vikings,Ole Nesheim / Tormod KÅrstad / Henrik Mortensen / Jorid Aarsland Reed,Norway,Trondheim,16/17,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,1809,,,True
2022,A,25/06/2022,2000,03:00:00,33,Vips Brasil 2,Karin Sabo Mancusi / Erika Ebling / Gisele Ebling Artes / Ana Maria Aguilera de Barros,Brazil,São Paulo,15/18,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png,,,1776,,,True
2022,A,25/06/2022,2000,03:00:00,34,Atomic Puzzleholic Team,Gergő Szabados / József Baka / Eszter Baka / Tibor Varjas,Hungary,"Paks, Tolna",15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1758,,,True
2022,A,25/06/2022,2000,03:00:00,35,Jaja,Alfonso Campos González del Valle / Ana María Prada Losada / Juán Francisco Muñoz Barrero / Julia Berné Aguirre,Spain,Madrid,15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1750,,,True
2022,A,25/06/2022,2000,03:00:00,36,Quinas,Dulce Alexandra Pereira / Mariana Mendes / Sandra Simões / Joana Silva,Portugal,Queluz,15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1746,,,True
2022,A,25/06/2022,2000,03:00:00,37,Puzzleras Novatas 1,Roser Tarrio Mosquera / Maite Santamaría Salom / Asunción Cañete Jiménez / Soraya Luna Lara,Spain,"Torrelavit, Barcelona, Sant Andreu de la barca",15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1707,,,True
2022,A,25/06/2022,2000,03:00:00,38,Zz-Pink,Rosa Elena Arribas Díaz / Rosa Elena Garrido Iglesias / Vanesa Valdés Vivar / Verónica Atapuerca Arnaiz,Spain,Burgos,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1704,,,True
2022,A,25/06/2022,2000,03:00:00,39,Bibendum Puzzlero,Mª del Carmen Álvarez Sánchez / Alejandra Benavides Rodríguez / Alberto Álvarez Rodil / Gustavo Casero Guerra,Spain,Valladolid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1700,,,True
2022,A,25/06/2022,2000,03:00:00,40,Locoloco,Gisela Arranz Toro / Elisa Toro Arévalo / María Concepción Gordillo López / Elena Pavía Martínez-Pardo,Spain,Madrid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1673,,,True
2022,A,25/06/2022,2000,03:00:00,41,Bordes,Cristina Pérez Barreiro / Sara Pérez Barreiro / Maria Ángeles Pérez Barreiro / Ana Ruth Martínez Martínez / Carmen Molina Barreiro,Spain,Valladolid,18/16,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1651,,,True
2022,A,25/06/2022,2000,03:00:00,42,Ravensburger & Fries,Trevor Quinn / Emily Patterson / Melynda Owens / Chris Steindel,USA,Dover,17/15,https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1619,,,True
2022,A,25/06/2022,2000,03:00:00,43,Sas3 Team,Alberto Geijo / Adriana Maria Vega Covelo / Coral Garrote Sanz / María Eugenia Covelo Martín,Spain,Vitoria,15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1615,,,True
2022,A,25/06/2022,2000,03:00:00,44,Asturmaños,Mª Carmen Salas Gregorio / Fernando Lalanza Alcalde / Marta García Gómez / Lucía Menéndez Barreiro,Spain,"Oviedo, Asturias",15/17,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,1600,,,True
2022,A,25/06/2022,2000,03:00:00,45,Las Rufinas Tv,Mª Victoria Meilán Rodríguez / Cristina Gutiérrez de la Peña / Nuria Pedroso Fernández / Mª Jesús Pedroso Fernández / Sara De Castro Valentín / Raquel González López,Spain,"Ponferrada, León",16/17,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,1584,,,True
2022,A,25/06/2022,2000,03:00:00,46,Valnorte,Laura Ubillos Lapresa / Esther Sastre Baza / Verónica Herrero Pérez / Milagros García Fernández,Spain,"Barakaldo, Vizcaya",15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1577,,,True
2022,A,25/06/2022,2000,03:00:00,47,Las 4 Piezas,Hugo Ureta Alonso / Laura Cuevas Ortiz / Blanca Niño Cortés / Alejandro García Nogueiras,Spain,Valladolid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1571,,,True
2022,A,25/06/2022,2000,03:00:00,48,Newen,Gonzalo Varela Jorquera / Ignacio Muñoz Quezada / Bernardita Arancibia Ramírez / Giselle Patricia Daines Ostria,Chile,Santiago de Chile,18/16,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1570,,,True
2022,A,25/06/2022,2000,03:00:00,49,Piecitas,Maya Binetskaya / Monica Alonso Junquera / Sonia Alonso Junquera / Begoña Junquera García,Spain,Madrid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1507,,,True
2022,A,25/06/2022,2000,03:00:00,50,Al lío,César Alberto Raposo Funcia / María Araceli Sánchez Sánchez / Víctor Javier Raposo Funcia / Pilar Pérez Martínez,Spain,Salamanca,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1475,,,True
2022,A,25/06/2022,2000,03:00:00,51,Calapuzzma,David Corbí Garrido / José Manuel Corbí Garrido / Irene Sánchez Burgos / Mar Sánchez Burgos,Spain,Madrid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1420,,,True
2022,A,25/06/2022,2000,03:00:00,52,Team Mix,Isabel Gaete / Maria José Andler / Vanessa Iglesias,Chile,Nunoa,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1418,,,True
2022,A,25/06/2022,2000,03:00:00,53,Encajamos,Sara Herráez Pérez / Marta Cadenas Lobete / Leticia Gómez Montes / Alba Fernández Hernández,Spain,"Madrid, Barcelona",15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1400,,,True
2022,A,25/06/2022,2000,03:00:00,54,Pieza A Pieza,Lorena Barreno De Pablos / Rafael Jurado Villalobos / Paloma De Pablos García / Eva Pazos Correa,Spain,"Vegas de Matute, Segovia",16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1391,,,True
2022,A,25/06/2022,2000,03:00:00,55,Puzzleras Novatas 2,Isabel Gracia Blasco / Jasmina Juárez Torrejon / Lorena Vélez Fernández / Yeray Muñoz Torrejón,Spain,Barcelona / Manresa / Valladolid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1377,,,True
2022,A,25/06/2022,2000,03:00:00,56,Boas Pezas,Rebeca Sánchez Maceiras / Mª Teresa Maceiras Vázquez / Teresa Arcas Iglesias,Spain,A Coruña,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1368,,,True
2022,A,25/06/2022,2000,03:00:00,56,Nos Falta Una,Zigor Urdapilleta Mayayo / Violeta Romero Barrios / Ainara Hernández Cabeza / Leyre Pérez Blasco,Spain,"Burlada, Lekunberri, Zaragoza",16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1368,,,True
2022,A,25/06/2022,2000,03:00:00,58,Algo Con Iniciales...,Jose Luis Velasco Álvarez / Patricia Redondo Pardo / Silvia Hualde Arana / Marta Zaldívar Calvo,Spain,Valladolid,18/16,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1354,,,True
2022,A,25/06/2022,2000,03:00:00,59,Piece by piece,Connie Oldenhuis Arwert / Carien Verweij / Ingeborg Oldenhuis Arwert / Bram Oldenhuis Arwert,The Netherlands,"Deventer, Overijssel",17/16,https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1349,,,True
2022,A,25/06/2022,2000,03:00:00,60,Puzzleros Palentinos,Aranzazu Jiménez Sánchez / Cristina Carneros Gutiérrez / Marta Aldea Piera / Lorena Miguel Muñoz,Spain,Madrid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1310,,,True
2022,A,25/06/2022,2000,03:00:00,61,Nikkei Team,Rie Kato / Yuko Ishioka / Ginga Ishioka / Natasha Yamamura,Japan,Madrid,16/17,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,1283,,,True
2022,A,25/06/2022,2000,03:00:00,62,Piezas de Última Hora,Rocío García Mateos-Cañero / Manuel Heredero Cabrera / Henar García Julve / Enara Ruiz Ubillos,Spain,"Madrid, Valladolid",16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1276,,,True
2022,A,25/06/2022,2000,03:00:00,63,Team Singapore,Min Yu Chan / Cindy Tan / Min Li Chan,Singapore,Singapore,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1260,,,True
2022,A,25/06/2022,2000,03:00:00,64,Los Picapiezas,Dolores García Cruz / Cristina Jabonero Cruz / Raquel Redondo Barrejón / Miren Begoñe Basoa Bustunza,Spain,Madrid,17/15,https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1209,,,True
2022,A,25/06/2022,2000,03:00:00,65,Equipo Familia,Jaime Jover Sagarra / Beatriz Jover Blanco / Rosa María Blanco Díaz / Alicia Jover Blanco,Spain,Valladolid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1197,,,True
2022,A,25/06/2022,2000,03:00:00,66,Puzzletas,Sonia Soto Gallego / Isabel Garrote Guerra / Sonia Sanz de Fuentes / Paula Morales Barron,Spain,Valderas / Simancas / Algeciras,18/15,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1161,,,True
2022,A,25/06/2022,2000,03:00:00,67,Charros Team Abracitos,Eladio José Ruano Sánchez / Emma Hernández González / José Ramón Barreno Fonticoba / Carmen Hernández Fernández,Spain,Salamanca,15/16,https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png|https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,1131,,,True
2022,A,25/06/2022,2000,03:00:00,68,Magalis Team,Aranzazu López de Borbon / Alejandro Durán Batalla / Verónica López de Borbón / Magali Valdepérez Pastor,Spain,San Lorenzo del Escorial,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1098,,,True
2022,A,25/06/2022,2000,03:00:00,69,"Puzzelanos, ¡Organización!",Laura Martín Martínez / Ignacio González Villafáfila / Mila Mingo Amor / David Martín Herrera,Spain,Valladolid,16/15,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png|https://worldjigsawpuzzle.org/users/img/puzzles/35d48e3ff0202123b93256e13d381d82c26e77c34b62c833d9205f55.png,,,1042,,,True
2022,A,25/06/2022,2000,03:00:00,70,Caracol,Paloma Bango Díez / Alejandra García Torres / Sonsoles Sastre Menéndez / Elisa Ortiz de Urbina Gimeno / Usue De Arisqueta Mendialdua,Spain,Madrid,16,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,02:47:37,10057,,+ 37'',at 69' 12'',True
2022,A,25/06/2022,2000,03:00:00,71,Menudas Piezas,Beatriz García Garamendia / María García Martínez / Mª Ángeles Martínez Madruga / Andrea Puerta Casado,Spain,Valladolid,16,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,02:55:30,10530,,+7' 53'',at 77' 05',True
2022,A,25/06/2022,2000,03:00:00,72,Cafeteros,Francy Diomar Rodríguez Tibocha / Sandra Sánchez Artunduaga / Sandra Pardo Buitrago / Enrique Chavarriaga Bautista,Colombia,Bogotá,16,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,963,,,True
2022,A,25/06/2022,2000,03:00:00,73,Getting Jiggy With It,Meagan Hogan / Summer Anderson / Anthony Rophie / Rohan-Kabir Amin,USA,Merrimack,17,https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,952,,,True
2022,A,25/06/2022,2000,03:00:00,74,"La Petra, la Medica Y los Piezas",Paula Crespi de Valldaura Boter / Isabel Cases Boter / Juan Crespi de Valldaura Ybarra / Felipe Crespi de Valldaura Boter,Spain,Madrid,17,https://worldjigsawpuzzle.org/users/img/puzzles/d9c5d25d25394c92aca650fc7d7d216266b9a26eb912dd0ef3d2cb35.png,,,940,,,True
2022,A,25/06/2022,2000,03:00:00,75,Titanpuzz,Laura Vallepuga Espinosa / Alberto Simarro Martín / Agustín Pérez Marcos / Susana Martín Pérez,Spain,"Carrizo, León, Valladolid",18,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png,,,829,,,True
2022,A,25/06/2022,2000,03:00:00,76,Chombos,Diego Boter Artiach / Felix Navas Mir / Blanca Crespi de Valldaura Ybarra / Miguel Majo Boter,Spain,Madrid,16,https://worldjigsawpuzzle.org/users/img/puzzles/61379a051b1e0f6defe9290f3122c682397966058d055fc441aab820.png,,,744,,,True
2022,A,25/06/2022,2000,03:00:00,77,Los Puzzelanos,Ana María Blanco Cipollone / Fernando Blanco Cipollone / María Ángeles Manrique Extremo / María Jesús Vicente Villamañán,Spain,Valladolid,18,https://worldjigsawpuzzle.org/users/img/puzzles/d7ed3e9eef456766a82d18788994dbd0d546099e0dc9074692419791.png,,,702,,,True
2022,final,26/06/2022,2500,03:00:00,1,Non Stop,Ana Gil Luciano / Ana Isabel Jimeno Jordá / Alejandro Clemente León / David Caballero Calzado,Spain,Madrid,35/33,https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png|https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png,02:54:13,10453,,-,-,False
2022,final,26/06/2022,2500,03:00:00,2,Eckteile,Chiara Dellantonio / Nicola Giordani / Isabelle Gall / Michael Smit,Germany,"Munich, Weissach",33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,2230,,,False
2022,final,26/06/2022,2500,03:00:00,3,Jigsaw Junkies,Grey Rogers / Katherine Dilks / Geoffrey Scott / Amber Haglund-Pagel,USA,Shreveport,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,2216,,,False
2022,final,26/06/2022,2500,03:00:00,4,Puzzlici,Jakub Ondroušek / Tereza Koptíková / Kateřina Novotna / Jana Ondroušková,Czech Republic,"Brno, Praha",35/33,https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png|https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png,,,2207,,,False
2022,final,26/06/2022,2500,03:00:00,5,Spuzzles II,Maria Jesús Gómez Fernández / Raquel Pérez Mesón / María Pérez Marcos / Laura Muñoz Arenales,Spain,Madrid,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,2105,,,False
2022,final,26/06/2022,2500,03:00:00,6,Golden State Puzzlers,Tammy McLeod / Alycia Krasny / Lindsay Steenstra / Yvonne Feucht,USA,Los Angeles,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,2076,,,False
2022,final,26/06/2022,2500,03:00:00,7,Newen,Gonzalo Varela Jorquera / Ignacio Muñoz Quezada / Bernardita Arancibia Ramírez / Giselle Patricia Daines Ostria,Chile,Santiago de Chile,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,2027,,,False
2022,final,26/06/2022,2500,03:00:00,8,El Grup,Isabel Sonsona Torrent / Pilar Sonsona Torrent / Susana Pérez Van Deenen / Mª Ángeles Latorre Viladoms,Spain,Barcelona,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1950,,,False
2022,final,26/06/2022,2500,03:00:00,9,Music and Rock,Sophie De Goncourt / Patrice De Goncourt / Juan Antonio Ávarez-Ossorio / José María Sánchez del Monte,France,Aubigne Racan,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1893,,,False
2022,final,26/06/2022,2500,03:00:00,10,Rompepiezas,Luis Pavón Herrera / Gaelle García Sánchez-Fuentes / Ana Cristina Navarro Rodríguez / Daniel Carballo Guille,Spain,Madrid / Valladolid,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1890,,,False
2022,final,26/06/2022,2500,03:00:00,11,Superpiezas,Soraya Pérez Carayol / Fernando Iglesias Martín / Ángel Heras Salcedo / Mónica Santiago de Fuentes,Spain,"Ibi(Alicante), Sonseca(Toledo), Soria, Valladolid",35/33,https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png|https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png,,,1874,,,False
2022,final,26/06/2022,2500,03:00:00,12,Huntresses,Faith Taylor / Amy Marti / Valerie Coit / Arlene Cauthorn,USA,"Decatur, Georgia",33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1869,,,False
2022,final,26/06/2022,2500,03:00:00,13,Cuatro Piezas,Diana Santillán Perosanz / Rafael Santillán Perosanz / María Carmen Perosanz Gutiérrez / Pablo Rubio Martín,Spain,"Castillo de la Vega, Burgos",33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1775,,,False
2022,final,26/06/2022,2500,03:00:00,14,Jigsaw Johnnies,Johanna Burbridge / Mary Jo Burbridge / Sarah Daniels / Elizabeth Dawson,USA,Durham,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1771,,,False
2022,final,26/06/2022,2500,03:00:00,15,Supernenas,Cristina López Rodríguez / Soledad Sánchez de Toro Voto / Demelza Becerra Robledillo / Jaxeline Blanco Ruiz,Spain,Móstoles,35/33,https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png|https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png,,,1767,,,False
2022,final,26/06/2022,2500,03:00:00,16,Algo Con Iniciales...,Jose Luis Velasco Álvarez / Patricia Redondo Pardo / Silvia Hualde Arana / Marta Zaldívar Calvo,Spain,Valladolid,33/35,https://worldjigsawpuzzle.org/users/img/puzzles/269ab99a2ff2c7457bf229991018e32ba90c56c305af18b57b17c1bb.png|https://worldjigsawpuzzle.org/users/img/puzzles/3635a32334fe62f271685ff5fc646239a27d959aaa0ba10faf7f881c.png,,,1756,,,False
